Fecha;PM10;PM2-5;Velo-Viento;Precipitacion;Direccion;O3;CO;NO;NO2;NOX;SO2;Temperatura;Radiacion;HR;;;;;;;;
29/03/2023 23:00;38;27;1,9;0;104;1,5;0,9;8,4;17,9;26,2;0;11,1;0;79;;;;;;;0;0
30/03/2023 0:00;21;12;1,4;0,1;107;3,2;0,8;5,8;16,2;22,1;0;10,8;0;78;;;;;;;0;0
30/03/2023 1:00;20;14;1,4;0,1;108;5;0,5;2;10,7;12,7;0;10,3;0;79;;;;;;;0;0
30/03/2023 2:00;26;14;0,8;0;122;4,2;0,5;9,3;12,3;21,6;0;10,2;0;82;;;;;;;0;0
30/03/2023 3:00;25;22;0,1;0;85;4,4;0,6;11,6;15,7;27,4;0;10,7;0;82;;;;;;;0;0
30/03/2023 4:00;54;16;0,5;0;30;2,9;0,8;18,1;21,1;39,2;0;11,1;0;82;;;;;;;0;0
30/03/2023 5:00;71;21;0,3;0;345;0;1;29,1;27,3;56,3;0;10,8;0;85;;;;;;;0;0
30/03/2023 6:00;71;35;0,2;0;286;0;0,9;31,4;27,6;59,1;0;10,5;0;87;;;;;;;0;0
30/03/2023 7:00;0;46;0,3;0;84;2,4;1;29;24,3;53,3;0;10,9;11;85;;;;;;;0;0
30/03/2023 8:00;20;16;0,8;0;66;7,4;0,8;13;16,3;29,3;0;13;135;75;;;;;;;0;0
30/03/2023 9:00;20;10;1,1;0;80;11,5;0,5;2,3;8,5;10,8;0;15,5;335;62;;;;;;;0;0
30/03/2023 10:00;22;14;1,4;0;119;13,9;0,4;1,7;4,7;6,4;0;17,3;532;55;;;;;;;0;0
30/03/2023 11:00;23;23;1,8;0;121;14,7;0,4;1,7;4;5,7;0;17,6;489;55;;;;;;;0;0
30/03/2023 12:00;18;14;2,2;0;112;15,2;0,4;1,7;3,8;5,4;0;16,8;372;59;;;;;;;0;0
30/03/2023 13:00;20;15;2,6;0;117;15,2;0,4;2,3;4;6,3;0;17,1;500;59;;;;;;;0;0
30/03/2023 14:00;23;13;3,5;0;116;15;0,4;2,7;4,2;6,8;0;17,6;642;58;;;;;;;0;0
30/03/2023 15:00;26;11;3,6;0;115;0;0,4;2,6;4,2;6,8;0;17,6;558;58;;;;;;;0;0
30/03/2023 16:00;17;12;2,9;0;117;0;0,4;2,6;5,3;7,9;0;17,5;292;56;;;;;;;0;0
30/03/2023 17:00;21;9;2,4;0;110;0;0,5;2,7;7;9,7;0;17,1;131;56;;;;;;;0;0
30/03/2023 18:00;29;15;2,4;0;106;0;0,6;2,9;8,5;11,4;0;16,3;51;59;;;;;;;0;0
30/03/2023 19:00;27;16;2,7;0;109;0;0,8;4,3;11;15,4;0;15,1;5;63;;;;;;;0;0
30/03/2023 20:00;24;16;2,3;0;106;0;0,9;5,2;13,1;18,3;0;14;0;66;;;;;;;0;0
30/03/2023 21:00;27;20;2,2;0;97;7,7;0,7;3,8;10,7;14,6;0;12,9;0;69;;;;;;;0;0
30/03/2023 22:00;23;10;2,2;0;99;8,2;0,5;3;8,4;11,4;0;12;0;72;;;;;;;0;0
30/03/2023 23:00;29;14;1,9;0;108;8,4;0,5;3,1;8,9;12;0;11,8;0;74;;;;;;;0;0
31/03/2023 0:00;31;18;1,3;0;123;11,1;0,5;1,8;6,7;8,5;0;12,1;0;72;;;;;;;0;0
31/03/2023 1:00;28;23;0,8;0;129;13,3;0,3;0,5;3,4;3,9;0;12,1;0;73;;;;;;;0;0
31/03/2023 2:00;25;25;1,3;0;103;12,9;0,3;0,2;1,5;1,7;0;11,5;0;74;;;;;;;0;0
31/03/2023 3:00;21;18;1,7;0;101;11,6;0,3;0,2;1,5;1,7;0;11;0;75;;;;;;;0;0
31/03/2023 4:00;21;17;1,3;0;104;10,1;0,3;0,4;2,5;2,9;0;10,3;0;77;;;;;;;0;0
31/03/2023 5:00;34;13;0,7;0;111;7;0,3;4,1;11,6;15,7;0;10;0;79;;;;;;;0;0
31/03/2023 6:00;39;19;0,1;0;21;4,3;0,5;8,7;21,6;30,2;0;10,3;0;79;;;;;;;0;0
31/03/2023 7:00;61;29;0,2;0;360;2,3;1,2;30,5;26,2;56,6;0;10,3;17;80;;;;;;;0;0
31/03/2023 8:00;58;28;0;0;38;1,1;1,7;44;29,7;73,7;0;11,3;63;77;;;;;;;0;0
31/03/2023 9:00;0;37;0,7;0;93;7;1,2;21;20,1;41;0;13,6;184;67;;;;;;;0;0
31/03/2023 10:00;27;24;1,9;0;101;12,6;0,5;3,7;7,2;10,9;0;15,9;461;59;;;;;;;0;0
31/03/2023 11:00;29;20;2,5;0;103;13,5;0,4;1,8;3,9;5,7;0;16,8;537;57;;;;;;;0;0
31/03/2023 12:00;33;27;2,2;0;105;13,9;0,4;1,4;3,3;4,7;0;16,6;381;58;;;;;;;0;0
31/03/2023 13:00;23;17;1,7;0;123;13,8;0,4;2;3,8;5,8;0;16,6;274;58;;;;;;;0;0
31/03/2023 14:00;32;17;2,3;0;118;13,5;0,4;2,4;4,3;6,7;0;16,5;272;58;;;;;;;0;0
31/03/2023 15:00;26;20;2,9;0;114;13,1;0,4;2,8;4,8;7,6;0;16,9;316;56;;;;;;;0;0
31/03/2023 16:00;21;16;3;0;115;12,7;0,4;2,9;4,5;7,4;0;17,8;307;52;;;;;;;0;0
31/03/2023 17:00;40;17;3,3;0;115;13;0,4;2,7;4,3;7;0;17,4;181;54;;;;;;;0;0
31/03/2023 18:00;36;17;3,1;0;120;12,3;0,5;3,8;6,2;10;0;15,9;32;59;;;;;;;0;0
31/03/2023 19:00;33;22;2,5;0;122;10,5;0,7;4,9;8,7;13,6;0;14,6;7;63;;;;;;;0;0
31/03/2023 20:00;35;16;1,9;0;123;8,9;0,8;6,3;11,5;17,8;0;13,6;0;67;;;;;;;0;0
31/03/2023 21:00;36;23;1,3;0;123;7,1;0,9;8,3;15,3;23,6;0;13,2;0;69;;;;;;;0;0
31/03/2023 22:00;32;24;1,2;0;126;7,1;0,8;8,1;15,7;23,8;0;13;0;69;;;;;;;0;0
31/03/2023 23:00;36;18;0,9;0;131;7,7;0,7;5,1;13,9;19;0;12,7;0;71;;;;;;;0;0
1/04/2023 0:00;34;18;0,3;0;122;5;0,7;4,3;19,4;23,7;0;12,5;0;72;;;;;;;0;0
1/04/2023 1:00;34;34;0,1;0;97;4,5;0,7;3,7;20,7;24,4;0;12,5;0;72;;;;;;;0;0
1/04/2023 2:00;32;27;0,2;0;101;7,1;0,5;1;12,5;13,5;0;11,9;0;76;;;;;;;0;0
1/04/2023 3:00;29;17;0,4;0;95;7,8;0,4;0,5;8,8;9,2;0;11,4;0;78;;;;;;;0;0
1/04/2023 4:00;29;25;0,2;0;90;7,3;0,4;0,4;9,7;10,1;0;11,6;0;78;;;;;;;0;0
1/04/2023 5:00;31;22;0,3;0;21;6,1;0,5;1,4;14,3;15,7;0;11,9;0;77;;;;;;;0;0
1/04/2023 6:00;44;23;0,6;0;61;3,1;0,6;5,7;21,6;27,3;0;11,9;0;76;;;;;;;0;0
1/04/2023 7:00;31;23;0,8;0;91;2,4;0,7;9,1;20,6;29,7;0;12;12;76;;;;;;;0;0
1/04/2023 8:00;21;12;1,1;0;111;7,2;0,6;6,2;11,1;17,3;0;12,9;66;72;;;;;;;0;0
1/04/2023 9:00;18;17;0,9;0;117;11,1;0,4;2,6;6,1;8,7;0;14,9;194;63;;;;;;;0;0
1/04/2023 10:00;16;9;0,6;0;90;12,3;0,3;1,3;3,6;4,9;0;16;247;59;;;;;;;0;0
1/04/2023 11:00;21;15;1,3;0;96;12,5;0,4;1,5;3,9;5,4;0;15,8;191;61;;;;;;;0;0
1/04/2023 12:00;17;6;2,1;0;102;12,3;0,4;2,2;5,1;7,3;0;15,4;143;62;;;;;;;0;0
1/04/2023 13:00;24;18;1,9;0;104;11,8;0,4;2,4;5,4;7,8;0;15,6;171;62;;;;;;;0;0
1/04/2023 14:00;17;5;1,2;0;106;12;0,4;2,4;5,4;7,7;0;17,2;334;58;;;;;;;0;0
1/04/2023 15:00;33;10;0,5;0;24;14;0,5;2,3;9,2;11,6;0;18,5;391;53;;;;;;;0;0
1/04/2023 16:00;27;27;0,3;0;101;14,4;0,6;2,7;10,5;13,2;0;18,6;247;51;;;;;;;0;0
1/04/2023 17:00;18;17;1,8;0;130;12,2;0,5;3,6;7,1;10,7;0;18,2;135;51;;;;;;;0;0
1/04/2023 18:00;26;15;2,6;0;124;11,3;0,5;4,3;6,9;11,2;0;17,1;65;56;;;;;;;0;0
1/04/2023 19:00;28;15;3;0;126;11,1;0,6;4,1;6,7;10,8;0;15,5;7;63;;;;;;;0;0
1/04/2023 20:00;22;12;2,2;0;120;10,5;0,5;3,2;7,2;10,4;0;14,5;0;69;;;;;;;0;0
1/04/2023 21:00;0;22;1,3;0;118;9,7;0,5;3;8,3;11,3;0;14,1;0;72;;;;;;;0;0
1/04/2023 22:00;15;10;1,2;0;122;10;0,5;2,5;7;9,5;0;14,1;0;71;;;;;;;0;0
1/04/2023 23:00;42;9;0,8;0;66;8;0,6;2,6;12,4;15;0;14;0;72;;;;;;;0;0
2/04/2023 0:00;45;26;0,5;0;19;2,9;0,8;4,6;24;28,6;0;13,4;0;78;;;;;;;0;0
2/04/2023 1:00;16;0;0,5;0;112;3,7;0,7;3,7;18,7;22,3;0;13;0;81;;;;;;;0;0
2/04/2023 2:00;12;7;0,9;0;114;8,3;0,4;0,8;4,5;5,3;0;13;0;78;;;;;;;0;0
2/04/2023 3:00;13;13;0,9;0;117;9,9;0,2;0,4;2;2,4;0;12,8;0;77;;;;;;;0;0
2/04/2023 4:00;8;8;1;0;130;10;0,2;0,4;1,4;1,8;0;12,4;0;78;;;;;;;0;0
2/04/2023 5:00;10;3;1,2;0;144;10,6;0,2;0,5;0,9;1,4;0;12,2;0;76;;;;;;;0;0
2/04/2023 6:00;7;1;0,8;0;134;10,2;0,2;0,4;1,6;2;0;12,1;0;75;;;;;;;0;0
2/04/2023 7:00;9;7;0,7;0;122;9,1;0,2;0,8;2,9;3,7;0;12,1;8;76;;;;;;;0;0
2/04/2023 8:00;14;8;1;0;117;8,2;0,3;2,2;5,3;7,4;0;12,9;57;73;;;;;;;0;0
2/04/2023 9:00;15;6;0,7;0;109;7,4;0,4;3,3;7,2;10,5;0;14,2;146;70;;;;;;;0;0
2/04/2023 10:00;6;5;0,8;0,3;130;7,2;0,4;4,2;5,7;9,9;0;14,6;208;72;;;;;;;0;0
2/04/2023 11:00;5;5;1;0,5;122;6,8;0,3;4;3,8;7,9;0;14,5;296;76;;;;;;;0;0
2/04/2023 12:00;6;4;1,3;0,2;108;6,6;0,3;3;2,7;5,6;0;15;406;74;;;;;;;0;0
2/04/2023 13:00;5;5;2;0;108;6,6;0,3;2,8;2,2;5;0;15,8;435;69;;;;;;;0;0
2/04/2023 14:00;7;7;2,5;0;110;0;0,3;3,4;2,3;5,7;0;16,4;373;63;;;;;;;0;0
2/04/2023 15:00;9;7;2,4;0;112;0;0,3;3,4;2,3;5,6;0;16,1;270;63;;;;;;;0;0
2/04/2023 16:00;6;3;2;0;127;0;0,3;3,2;2,1;5,3;0;15,8;175;63;;;;;;;0;0
2/04/2023 17:00;7;1;2,1;0;147;7,1;0,3;3,2;2;5,2;0;15,5;121;63;;;;;;;0;0
2/04/2023 18:00;9;1;2,3;0;158;6,9;0,3;3,4;2,2;5,6;0;14,7;70;65;;;;;;;0;0
2/04/2023 19:00;7;1;1,7;0;151;5,9;0,4;4,6;3,8;8,4;0;13,7;18;68;;;;;;;0;0
2/04/2023 20:00;10;5;0,9;0;118;5,1;0,4;4,2;5;9,3;0;13,1;0;69;;;;;;;0;0
2/04/2023 21:00;6;4;0,7;0;111;5,1;0,3;2,9;4,6;7,5;0;12,9;0;69;;;;;;;0;0
2/04/2023 22:00;5;0;0,7;0;147;5,5;0,3;2,4;3,1;5,6;0;12,8;0;68;;;;;;;0;0
2/04/2023 23:00;12;2;0,5;0;177;6,1;0,2;1,3;1,9;3,3;0;12,5;0;68;;;;;;;0;0
3/04/2023 0:00;9;3;0,2;0;133;6,5;0,2;0,8;1,8;2,6;0;12,2;0;68;;;;;;;0;0
3/04/2023 1:00;10;1;0,4;0;113;6,8;0,2;0,6;1,7;2,3;0;12,1;0;68;;;;;;;0;0
3/04/2023 2:00;10;1;0,4;0;97;7,1;0,1;0,2;0,6;0,9;0;11,9;0;69;;;;;;;0;0
3/04/2023 3:00;6;4;0,4;0;81;7,7;0,1;0,1;0;0;0;11,5;0;70;;;;;;;0;0
3/04/2023 4:00;11;6;0,5;0;88;6,4;0,1;0,3;2,1;2,4;0;10,9;0;73;;;;;;;0;0
3/04/2023 5:00;13;5;0,6;0;89;4,7;0,2;1,6;5,1;6,7;0;10,7;0;75;;;;;;;0;0
3/04/2023 6:00;22;5;0,8;0;94;3,5;0,3;4,4;6,7;11,1;0;10,8;0;74;;;;;;;0;0
3/04/2023 7:00;24;16;0,7;0;109;2,7;0,5;10;8,9;18,9;0;10,8;15;74;;;;;;;0;0
3/04/2023 8:00;18;9;1;0;119;4,2;0,5;10,5;7,6;18,1;0;12,9;159;65;;;;;;;0;0
3/04/2023 9:00;16;11;1,4;0;118;6,5;0,4;5,5;4,3;9,8;0;15,2;338;55;;;;;;;0;0
3/04/2023 10:00;16;7;1,9;0;122;7,7;0,3;3,6;2,8;6,5;0;16;519;53;;;;;;;0;0
3/04/2023 11:00;7;2;2,6;0;115;8,3;0,2;2,8;1,8;4,6;0;17;749;51;;;;;;;0;0
3/04/2023 12:00;11;1;2,3;0;116;8,8;0,2;2,2;1,2;3,4;0;18,3;835;49;;;;;;;0;0
3/04/2023 13:00;15;7;2,2;0;133;9;0,2;2,3;1,3;3,6;0;18,5;698;50;;;;;;;0;0
3/04/2023 14:00;20;8;3;0;130;9,1;0,2;2,4;1,3;3,8;0;18;670;52;;;;;;;0;0
3/04/2023 15:00;10;9;3,4;0;120;9,5;0,2;2,2;1,2;3,5;0;18,5;685;50;;;;;;;0;0
3/04/2023 16:00;15;13;3;0;117;9,8;0,3;2,6;1,9;4,5;0;18,4;377;49;;;;;;;0;0
3/04/2023 17:00;15;9;2,3;0;131;9,5;0,3;3,3;2,9;6,2;0;17,9;98;50;;;;;;;0;0
3/04/2023 18:00;23;6;2,2;0;131;8,6;0,4;4,8;4,6;9,4;0;17;40;53;;;;;;;0;0
3/04/2023 19:00;24;3;2,6;0;115;6,9;0,6;7,1;7,4;14,5;0;15,2;9;60;;;;;;;0;0
3/04/2023 20:00;22;4;2,3;0;107;5,2;0,7;7,5;8,8;16,3;0;13,8;0;66;;;;;;;0;0
3/04/2023 21:00;12;12;2;0;102;4,8;0,5;5,3;7,3;12,6;0;12,9;0;69;;;;;;;0;0
3/04/2023 22:00;22;12;1,9;0;100;4,7;0,4;3,8;6,1;9,9;0;12,4;0;71;;;;;;;0;0
3/04/2023 23:00;18;18;1,4;0;104;5,1;0,4;3;5,8;8,8;0;12,4;0;72;;;;;;;0;0
4/04/2023 0:00;17;4;1,1;0;91;6,5;0,3;1,6;4,5;6,1;0;12,5;0;73;;;;;;;0;0
4/04/2023 1:00;15;15;1,3;0;80;7,6;0,2;0,7;2,7;3,4;0;12,3;0;73;;;;;;;0;0
4/04/2023 2:00;11;11;1,1;0;95;8,5;0,2;0,3;0,7;1,1;0;11,9;0;73;;;;;;;0;0
4/04/2023 3:00;11;7;1,1;0;103;9,3;0,2;0,2;0;0,1;0;11,3;0;71;;;;;;;0;0
4/04/2023 4:00;14;2;1,7;0;97;9,9;0,1;0,2;0;0;0;10,8;0;70;;;;;;;0;0
4/04/2023 5:00;14;6;1,5;0;107;10,3;0,1;0,4;0,4;0,9;0;10,4;0;70;;;;;;;0;0
4/04/2023 6:00;18;16;1,4;0;126;10;0,2;1,5;3;4,5;0;10,6;0;69;;;;;;;0;0
4/04/2023 7:00;21;7;1,2;0;128;8,1;0,4;3,6;8;11,6;0;11,1;17;68;;;;;;;0;0
4/04/2023 8:00;23;7;1;0;158;8,1;0,4;4,5;8,8;13,3;0;12,1;78;64;;;;;;;0;0
4/04/2023 9:00;23;11;1,7;0;174;10,8;0,3;3,8;5;8,8;0;14,4;248;58;;;;;;;0;0
4/04/2023 10:00;20;17;2,2;0;164;11,8;0,3;3;3,3;6,4;0;16,6;449;52;;;;;;;0;0
4/04/2023 11:00;19;15;2,2;0;132;12,1;0,3;2,4;2,9;5,3;0;17,8;505;50;;;;;;;0;0
4/04/2023 12:00;24;13;2,6;0;108;12,7;0,3;2,3;3,6;5,9;0;18,1;532;50;;;;;;;0;0
4/04/2023 13:00;25;19;3,3;0;113;13,3;0,3;2,7;5,3;8,1;0;18,2;553;50;;;;;;;0;0
4/04/2023 14:00;22;6;3,2;0;118;13,1;0,3;3,1;6,1;9,2;0;18;408;50;;;;;;;0;0
4/04/2023 15:00;17;9;2,5;0;118;12,7;0,3;2,9;6,5;9,4;0;17,8;265;51;;;;;;;0;0
4/04/2023 16:00;23;10;1,8;0;122;12,2;0,4;2,4;6,5;8,8;0;17,9;195;51;;;;;;;0;0
4/04/2023 17:00;20;6;0,9;0;95;11,9;0,4;1,8;7,7;9,5;0;17,8;124;51;;;;;;;0;0
4/04/2023 18:00;66;7;0,9;0;358;9,5;0,5;1,6;17,1;18,6;0;17;54;59;;;;;;;0;0
4/04/2023 19:00;65;27;1,3;0;338;4,8;0,9;3,4;29,2;32,6;0;15,6;8;70;;;;;;;0;0
4/04/2023 20:00;59;27;0,9;0;15;2,5;1,1;7,1;31,9;39;0;14,8;0;73;;;;;;;0;0
4/04/2023 21:00;45;24;0,6;0;54;3,4;1;6,2;26,7;32,8;0;14,4;0;72;;;;;;;0;0
4/04/2023 22:00;25;17;1;0;87;5,3;0,6;2,8;17,6;20,4;0;14,1;0;70;;;;;;;0;0
4/04/2023 23:00;21;11;1,6;0;92;6,9;0,4;1,9;10,7;12,6;0;13,7;0;72;;;;;;;0;0
5/04/2023 0:00;30;22;1,1;0;96;6,3;0,4;1,5;11,6;13,1;0;13,3;0;74;;;;;;;0;0
5/04/2023 1:00;25;17;0,9;0;111;6,3;0,4;1,2;10,9;12,2;0;12,9;0;75;;;;;;;0;0
5/04/2023 2:00;24;9;0,9;0;107;8,2;0,3;0,4;7;7,4;0;12,7;0;75;;;;;;;0;0
5/04/2023 3:00;22;21;0,4;0;105;8,8;0,3;0,2;7,5;7,7;0;12,9;0;75;;;;;;;0;0
5/04/2023 4:00;28;19;0,4;0;100;8,5;0,3;0,3;8;8,3;0;12,9;0;75;;;;;;;0;0
5/04/2023 5:00;52;14;0,5;0;33;5,7;0,4;2,2;13,6;15,8;0;12,7;0;77;;;;;;;0;0
5/04/2023 6:00;37;22;1;0;45;3,5;0,5;3,5;17,9;21,4;0;12,3;0;79;;;;;;;0;0
5/04/2023 7:00;28;25;1;0;66;3,9;0,5;6,3;17,8;24,1;0;11,8;3;82;;;;;;;0;0
5/04/2023 8:00;33;19;0,2;0;44;2,1;0,9;19,2;23,4;42,6;0;11,5;24;86;;;;;;;0;0
5/04/2023 9:00;35;31;0,5;0;301;2,3;1;24,6;25,2;49,8;0;13,1;154;81;;;;;;;0;0
5/04/2023 10:00;57;28;1,2;0;17;6,5;0,9;15,9;27,5;43,4;0;15,8;336;67;;;;;;;0;0
5/04/2023 11:00;0;46;1,4;0;61;10,6;0,8;7,3;24,4;31,6;0;16,3;242;60;;;;;;;0;0
5/04/2023 12:00;31;23;1;0;125;13,1;0,5;3,4;14,6;18;0;16,4;192;56;;;;;;;0;0
5/04/2023 13:00;43;17;0,6;0;215;15,1;0,5;3,8;13,6;17,4;0;18,8;436;50;;;;;;;0;0
5/04/2023 14:00;39;26;0,1;0;91;17,9;0,4;2,3;12,1;14,4;0;20;442;47;;;;;;;0;0
5/04/2023 15:00;57;31;0,5;0;52;21,3;0,5;1,2;13,3;14,5;0;19,4;229;49;;;;;;;0;0
5/04/2023 16:00;42;33;0,1;0;27;19,3;0,5;1,5;13,6;15,1;0;18,3;122;55;;;;;;;0;0
5/04/2023 17:00;33;25;1,6;0,3;95;12,8;0,5;2,2;12;14,2;0;15,6;61;67;;;;;;;0;0
5/04/2023 18:00;27;12;2,4;5,1;97;9,6;0,6;3;15,5;18,4;0;13,1;6;81;;;;;;;0;0
5/04/2023 19:00;32;16;2;4,8;107;7,6;0,8;6;21,7;27,8;0;12,2;2;86;;;;;;;0;0
5/04/2023 20:00;33;22;2,1;0;108;5,4;0,9;7,7;22,5;30,3;0;11,6;0;87;;;;;;;0;0
5/04/2023 21:00;26;17;2,6;0;105;5,7;0,7;5,1;16,8;21,9;0;11,2;0;85;;;;;;;0;0
5/04/2023 22:00;28;12;2,6;0;105;6,7;0,5;3,1;12,5;15,7;0;11,2;0;82;;;;;;;0;0
5/04/2023 23:00;31;22;2,1;0;104;6;0,5;4,1;12,8;16,9;0;11,3;0;82;;;;;;;0;0
6/04/2023 0:00;22;22;1,7;0;104;5,6;0,5;4,1;12,4;16,4;0;11,3;0;82;;;;;;;0;0
6/04/2023 1:00;26;8;1,5;0;103;5,3;0,4;2,2;9,7;11,9;0;11,1;0;83;;;;;;;0;0
6/04/2023 2:00;23;20;1;0;100;4,8;0,4;1,1;10,2;11,3;0;11,2;0;84;;;;;;;0;0
6/04/2023 3:00;22;14;0,7;0;100;4,9;0,4;0,7;10,2;10,9;0;11,5;0;84;;;;;;;0;0
6/04/2023 4:00;22;21;0,8;0,2;101;5,1;0,4;0,7;9,5;10,2;0;11,7;0;84;;;;;;;0;0
6/04/2023 5:00;26;24;1;0,4;105;6,8;0,4;1;10,2;11,3;0;11,6;0;84;;;;;;;0;0
6/04/2023 6:00;24;20;0,8;0,2;114;7,3;0,4;1,4;13,1;14,5;0;11,4;0;85;;;;;;;0;0
6/04/2023 7:00;31;19;0,8;0;80;5,2;0,5;2,7;18;20,6;0;11,6;7;84;;;;;;;0;0
6/04/2023 8:00;32;23;0,7;0;68;2,7;0,7;7,1;21,1;28,3;0;11,9;18;83;;;;;;;0;0
6/04/2023 9:00;39;18;0,7;0;61;1,6;0,8;11,7;23;34,7;0;12,3;40;83;;;;;;;0;0
6/04/2023 10:00;49;25;0,7;0;19;3,7;0,9;14,1;25,6;39,7;0;14,3;166;76;;;;;;;0;0
6/04/2023 11:00;41;31;0,9;0;311;7,6;0,8;9,4;22,1;31,5;0;15,8;189;69;;;;;;;0;0
6/04/2023 12:00;35;34;0,7;0;342;9,8;0,6;2,9;16;18,9;0;15,3;133;70;;;;;;;0;0
6/04/2023 13:00;36;20;0,9;0;12;11,8;0,5;2,2;13,9;16,1;0;16,4;263;66;;;;;;;0;0
6/04/2023 14:00;0;24;1,4;0;316;13,3;0,5;1,9;11,4;13,2;0;17,3;312;63;;;;;;;0;0
6/04/2023 15:00;24;17;2,2;0;309;13,4;0,4;1,2;9,2;10,4;0;17,2;237;62;;;;;;;0;0
6/04/2023 16:00;18;9;2,2;0;318;14;0,3;1;8,2;9,2;0;17,8;226;57;;;;;;;0;0
6/04/2023 17:00;11;11;2;0;321;14,5;0,3;0,9;7,1;8;0;17,9;179;53;;;;;;;0;0
6/04/2023 18:00;21;10;1,4;0;312;13,7;0,3;0,9;9,3;10,2;0;16,8;70;57;;;;;;;0;0
6/04/2023 19:00;18;7;1,2;0;294;10,6;0,4;0,9;14,4;15,4;0;15,3;14;63;;;;;;;0;0
6/04/2023 20:00;18;5;0,8;0;296;8,4;0,5;0,9;17,7;18,6;0;14,1;0;66;;;;;;;0;0
6/04/2023 21:00;26;4;0,1;0;305;6,3;0,6;1,8;20,2;22;0;13,7;0;68;;;;;;;0;0
6/04/2023 22:00;31;14;0,1;0;96;4,1;0,6;2;20,7;22,7;0;13,4;0;71;;;;;;;0;0
6/04/2023 23:00;22;9;0,3;0;300;5,4;0,5;0,9;17,9;18,8;0;13,2;0;74;;;;;;;0;0
7/04/2023 0:00;15;10;0,3;0;295;8,1;0,4;0,3;14;14,3;0;13;0;77;;;;;;;0;0
7/04/2023 1:00;23;7;0,3;0;101;7,6;0,3;0,3;11,6;11,9;0;12,6;0;79;;;;;;;0;0
7/04/2023 2:00;18;14;1;0;103;5,1;0,3;0,6;9,5;10,1;0;12,2;0;81;;;;;;;0;0
7/04/2023 3:00;20;12;1,3;0;108;3,9;0,3;0,6;6,8;7,4;0;11,7;0;82;;;;;;;0;0
7/04/2023 4:00;17;17;1,5;0;108;3,4;0,2;0,7;5,8;6,4;0;11,1;0;83;;;;;;;0;0
7/04/2023 5:00;20;6;1,6;0;107;3,6;0,2;0,7;5,7;6,4;0;10,6;0;83;;;;;;;0;0
7/04/2023 6:00;19;4;1,4;0;107;4,6;0,2;0,8;5,7;6,4;0;10,5;0;82;;;;;;;0;0
7/04/2023 7:00;16;7;1,5;0;103;5,2;0,3;1,3;5,5;6,9;0;10,6;16;79;;;;;;;0;0
7/04/2023 8:00;20;8;1,1;0;99;5,3;0,3;2,2;6,8;9;0;11,8;76;75;;;;;;;0;0
7/04/2023 9:00;37;5;0,4;0;2;6,1;0,5;4,9;12,3;17,2;0;14,3;199;69;;;;;;;0;0
7/04/2023 10:00;48;26;0,9;0;346;8;0,6;7;17;24;0;16,7;423;63;;;;;;;0;0
7/04/2023 11:00;38;38;1,1;0;352;11,6;0,5;4,5;15,6;20,1;0;18;482;58;;;;;;;0;0
7/04/2023 12:00;39;21;0,8;0;314;13;0,5;2,4;13,6;16,1;0;17,6;333;59;;;;;;;0;0
7/04/2023 13:00;33;32;1;0;284;13,5;0,4;2,1;11,4;13,4;0;17,6;299;60;;;;;;;0;0
7/04/2023 14:00;38;25;1,6;0;297;13,7;0,4;1,4;8,8;10,1;0;18,5;334;59;;;;;;;0;0
7/04/2023 15:00;32;29;2;0;302;11,9;0,3;1,3;8,4;9,7;0;17,6;246;64;;;;;;;0;0
7/04/2023 16:00;28;19;0,7;0;312;11,9;0,3;1,3;8,2;9,4;0;15,9;90;67;;;;;;;0;0
7/04/2023 17:00;26;14;1,2;0;102;10,6;0,4;1,3;7,7;9;0;14,6;34;69;;;;;;;0;0
7/04/2023 18:00;22;17;1,9;0,6;101;7,9;0,4;1,5;7,7;9,2;0;13,6;11;75;;;;;;;0;0
7/04/2023 19:00;26;11;0,8;0,6;85;6,2;0,4;1,4;10,6;12;0;12,9;1;81;;;;;;;0;0
7/04/2023 20:00;24;15;0,7;0;333;6,3;0,4;0,6;14,5;15,1;0;12,8;0;83;;;;;;;0;0
7/04/2023 21:00;36;15;0,3;0;14;4,8;0,5;2,4;17,1;19,5;0;13;0;82;;;;;;;0;0
7/04/2023 22:00;35;17;0,2;0;357;2,9;0,6;3,1;19,3;22,4;0;12,8;0;84;;;;;;;0;0
7/04/2023 23:00;20;20;0,8;0;318;4,4;0,5;0,9;17,1;18;0;12,6;0;83;;;;;;;0;0
8/04/2023 0:00;22;19;0,4;0;348;5,3;0,4;0,5;14;14,5;0;12,4;0;84;;;;;;;0;0
8/04/2023 1:00;19;11;0,5;0;98;4;0,4;0,7;11,8;12,5;0;11,9;0;86;;;;;;;0;0
8/04/2023 2:00;22;7;0,9;0;103;2,9;0,3;0,8;9,1;9,9;0;11,3;0;87;;;;;;;0;0
8/04/2023 3:00;22;5;1,2;0;104;3,2;0,3;0,5;8,1;8,7;0;11,1;0;86;;;;;;;0;0
8/04/2023 4:00;23;16;1;0;109;3,3;0,3;0,5;7,2;7,8;0;10,8;0;84;;;;;;;0;0
8/04/2023 5:00;24;19;1;0;108;3;0,2;1,1;7,8;8,9;0;10,5;0;84;;;;;;;0;0
8/04/2023 6:00;26;18;1,4;0;104;2,5;0,3;2,4;7,4;9,8;0;10,6;0;83;;;;;;;0;0
8/04/2023 7:00;27;19;1,5;0;106;2,1;0,3;4,3;6,9;11,2;0;10,8;8;81;;;;;;;0;0
